time s,x m,c numerical mol m3,c reference mol m3,error signed mol m3,abs error mol m3
0.01,0.0,0.04281267276212422,0.04280046783565661,1.2204926467612731e-05,1.2204926467612731e-05
0.01,0.00625,0.04290520289761375,0.04289293725039875,1.226564721500123e-05,1.226564721500123e-05
0.01,0.0125,0.0431828196133502,0.0431703722333453,1.244738000490131e-05,1.244738000490131e-05
0.01,0.018750000000000003,0.043645600860623454,0.04363285202272249,1.2748837900963816e-05,1.2748837900963816e-05
0.01,0.025,0.044293673309029113,0.04428050542827372,1.3167880755393657e-05,1.3167880755393657e-05
0.01,0.03125,0.04512720749300769,0.04511350597064226,1.3701522365433538e-05,1.3701522365433538e-05
0.01,0.037500000000000006,0.04614641105768277,0.04613206511711812,1.4345940564645943e-05,1.4345940564645943e-05
0.01,0.043750000000000004,0.04735152014454705,0.047336423654226495,1.5096490320554157e-05,1.5096490320554157e-05
0.01,0.05,0.04874278896893605,0.048726841249012415,1.594771992363686e-05,1.594771992363686e-05
0.01,0.05625,0.05032047765247159,0.05030358426210274,1.689339036885229e-05,1.689339036885229e-05
0.01,0.0625,0.052084838384714366,0.052066911886674866,1.7926498039499972e-05,1.7926498039499972e-05
0.01,0.06875,0.05403609999909833,0.05401706069828849,1.9039300809840787e-05,1.9039300809840787e-05
0.01,0.07500000000000001,0.056174451058789064,0.05615422771110265,2.022334768641415e-05,2.022334768641415e-05
0.01,0.08125,0.05850002155837125,0.058478552046267146,2.1469512104105304e-05,2.1469512104105304e-05
0.01,0.08750000000000001,0.061012863357181236,0.060990095328193134,2.2768028988102984e-05,2.2768028988102984e-05
0.01,0.09375,0.06371292946961278,0.06368882093393366,2.4108535679120968e-05,2.4108535679120968e-05
0.01,0.1,0.06660005234678684,0.06657457222998253,2.5480116804310615e-05,2.5480116804310615e-05
0.01,0.10625000000000001,0.06967392129253856,0.06964704993938597,2.6871353152588262e-05,2.6871353152588262e-05
0.01,0.1125,0.07293405916468176,0.07290578879009363,2.8270374588135194e-05,2.8270374588135194e-05
0.01,0.11875000000000001,0.07637979851990817,0.07635013360290618,2.9664917001986923e-05,2.9664917001986923e-05
0.01,0.125,0.08001025736740827,0.07997921498414017,3.104238326810671e-05,3.104238326810671e-05
0.01,0.13125,0.08382431470230475,0.08379192479417741,3.238990812734488e-05,3.238990812734488e-05
0.01,0.1375,0.0878205859952106,0.08778689156833017,3.369442688043456e-05,3.369442688043456e-05
0.01,0.14375000000000002,0.09199739881860328,0.09196245607088105,3.4942747722227496e-05,3.4942747722227496e-05
0.01,0.15000000000000002,0.09635276879418798,0.09631664716668688,3.61216275011067e-05,3.61216275011067e-05
0.01,0.15625,0.10088437604794993,0.10084715819731627,3.721785063366678e-05,3.721785063366678e-05
0.01,0.1625,0.10558954236111619,0.10555132405026452,3.821831085167038e-05,3.821831085167038e-05
0.01,0.16875,0.110465209205711,0.11042609911030515,3.911009540584487e-05,3.911009540584487e-05
0.01,0.17500000000000002,0.11550791685274896,0.11546803628145429,3.9880571294670375e-05,3.9880571294670375e-05
0.01,0.18125000000000002,0.12071378473932663,0.12067326726629057,4.051747303605857e-05,4.051747303605857e-05
0.01,0.1875,0.1260784932779096,0.12603748428646178,4.1008991447821774e-05,4.1008991447821774e-05
0.01,0.19375,0.13159726728693924,0.13155592342408462,4.134386285462033e-05,4.134386285462033e-05
0.01,0.2,0.13726486121648002,0.1372233497583833,4.15114580967213e-05,4.15114580967213e-05
0.01,0.20625000000000002,0.14307554633597913,0.14303404446530593,4.150187067319955e-05,4.150187067319955e-05
0.01,0.21250000000000002,0.1490231000433118,0.14898179403999223,4.1306003319557805e-05,4.1306003319557805e-05
0.01,0.21875,0.15510079744514016,0.15505988179284777,4.091565229238925e-05,4.091565229238925e-05
0.01,0.225,0.16130140534823637,0.16126108175962894,4.032358860742158e-05,4.032358860742158e-05
0.01,0.23125,0.16761717878983573,0.16757765515436618,3.952363546955162e-05,3.952363546955162e-05
0.01,0.23750000000000002,0.17403986022232784,0.17400134948120696,3.851074112087849e-05,3.851074112087849e-05
0.01,0.24375000000000002,0.1805606814537098,0.18052340040737108,3.7281046338710766e-05,3.7281046338710766e-05
0.01,0.25,0.18717036843027232,0.18713453648444722,3.5831945825098854e-05,3.5831945825098854e-05
0.01,0.25625000000000003,0.193859148932038,0.19382498678928928,3.416214274873375e-05,3.416214274873375e-05
0.01,0.2625,0.20061676323459665,0.2005844915388655,3.227169573113975e-05,3.227169573113975e-05
0.01,0.26875,0.2074324777732813,0.20740231571567694,3.0162057604365966e-05,3.0162057604365966e-05
0.01,0.275,0.21429510182719977,0.21426726572188112,2.7836105318646e-05,2.7836105318646e-05
0.01,0.28125,0.22119300722158947,0.22116770906115765,2.5298160431813654e-05,2.5298160431813654e-05
0.01,0.28750000000000003,0.22811415102742477,0.2280915970277462,2.2553999678570635e-05,2.2553999678570635e-05
0.01,0.29375,0.235046101217299,0.23502649036210665,1.961085519233685e-05,1.961085519233685e-05
0.01,0.30000000000000004,0.24197606521647205,0.24195958781244215,1.6477404029907605e-05,1.6477404029907605e-05
0.01,0.30625,0.24889092126775672,0.24887775752101624,1.3163746740485482e-05,1.3163746740485482e-05
0.01,0.3125,0.25577725250876915,0.2557675711339579,9.681374811221222e-06,9.681374811221222e-06
0.01,0.31875000000000003,0.2626213836401384,0.2626153405132162,6.043126922150588e-06,6.043126922150588e-06
0.01,0.325,0.2694094200437221,0.26940715690967576,2.2631340463319383e-06,2.2631340463319383e-06
0.01,0.33125000000000004,0.27612728919086005,0.27612893243732595,-1.6432464658988621e-06,1.6432464658988621e-06
0.01,0.3375,0.28276078416238126,0.282766443669948,-5.659507566757593e-06,5.659507566757593e-06
0.01,0.34375,0.28929560908461777,0.28930537716421856,-9.768079600791513e-06,9.768079600791513e-06
0.01,0.35000000000000003,0.2957174262692213,0.2957313766965581,-1.3950427336761884e-05,1.3950427336761884e-05
0.01,0.35625,0.30201190482928375,0.3020300919856562,-1.8187156372473368e-05,1.8187156372473368e-05
0.01,0.36250000000000004,0.30816477053026636,0.308187228658505,-2.2458128238644903e-05,2.2458128238644903e-05
0.01,0.36875,0.3141618566216861,0.3141885992051151,-2.6742583428995825e-05,2.6742583428995825e-05
0.01,0.375,0.3199891553845163,0.32002017465600896,-3.101927149268269e-05,3.101927149268269e-05
0.01,0.38125000000000003,0.32563287011994674,0.3256681367071848,-3.5266587238069746e-05,3.5266587238069746e-05
0.01,0.3875,0.33107946729762366,0.3311189300096443,-3.9462712020654767e-05,3.9462712020654767e-05
0.01,0.39375000000000004,0.3363157285758414,0.3363593143348583,-4.3585759016862013e-05,4.3585759016862013e-05
0.01,0.4,0.34132880240245805,0.34137641632378846,-4.7613921330402764e-05,4.7613921330402764e-05
0.01,0.40625,0.3461062549036269,0.3461577805253524,-5.1525621725501125e-05,5.1525621725501125e-05
0.01,0.41250000000000003,0.3506361197678051,0.3506914194305564,-5.529966275125142e-05,5.529966275125142e-05
