time s,x m,c numerical mol m3,c reference mol m3,error signed mol m3,abs error mol m3
0.002,0.0,0.0,7.744196727554886e-06,-7.744196727554886e-06,7.744196727554886e-06
0.002,0.1,0.0,0.00039811507879286556,-0.00039811507879286556,0.00039811507879286556
0.002,0.2,0.0,0.012669787240370323,-0.012669787240370323,0.012669787240370323
0.002,0.30000000000000004,0.19999999999999996,0.13137812356269352,0.06862187643730644,0.06862187643730644
0.002,0.4,0.5,0.48732634066126596,0.012673659338734045,0.012673659338734045
0.002,0.5,0.6000000000000001,0.7364475227170275,-0.13644752271702743,0.13644752271702743
0.002,0.6000000000000001,0.5,0.4873263406612655,0.012673659338734489,0.012673659338734489
0.002,0.7000000000000001,0.19999999999999996,0.13137812356269346,0.0686218764373065,0.0686218764373065
0.002,0.8,0.0,0.012669787240370267,-0.012669787240370267,0.012669787240370267
0.002,0.9,0.0,0.00039811507879281005,-0.00039811507879281005,0.00039811507879281005
0.002,1.0,0.0,7.744196727499375e-06,-7.744196727499375e-06,7.744196727499375e-06
