time s,x m,c numerical mol m3,c reference mol m3,error signed mol m3,abs error mol m3
0.0,0.0,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.003125,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.00625,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.009375000000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.0125,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.015625,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.018750000000000003,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.021875000000000002,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.025,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.028125,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.03125,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.034375,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.037500000000000006,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.040625,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.043750000000000004,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.046875,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.05,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.053125000000000006,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.05625,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.059375000000000004,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.0625,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.065625,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.06875,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.07187500000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.07500000000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.078125,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.08125,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.084375,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.08750000000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.09062500000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.09375,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.096875,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.1,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.10312500000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.10625000000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.109375,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.1125,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.115625,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.11875000000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
0.0,0.12187500000000001,0.0,0.19999999999999996,-0.19999999999999996,0.19999999999999996
