time s,x m,c numerical mol m3,c reference mol m3,error signed mol m3,abs error mol m3
0.01,0.0,0.043616135453144494,0.04280046783565661,0.0008156676174878863,0.0008156676174878863
0.01,0.05,0.049783593438764054,0.048726841249012415,0.001056752189751639,0.001056752189751639
0.01,0.1,0.0682405924539518,0.06657457222998253,0.001666020223969264,0.001666020223969264
0.01,0.15000000000000002,0.09864820931719853,0.09631664716668688,0.002331562150511654,0.002331562150511654
0.01,0.2,0.1398665386263157,0.1372233497583833,0.002643188867932411,0.002643188867932411
0.01,0.25,0.18937599158581722,0.18713453648444722,0.002241455101369999,0.002241455101369999
0.01,0.30000000000000004,0.24294345661843766,0.24195958781244215,0.0009838688059955192,0.0009838688059955192
0.01,0.35000000000000003,0.29478577386173754,0.2957313766965581,-0.0009456028348205359,0.0009456028348205359
0.01,0.4,0.338325393647112,0.34137641632378846,-0.0030510226766764514,0.0030510226766764514
0.01,0.45,0.36740643179648247,0.3720905984032954,-0.004684166606812923,0.004684166606812923
0.01,0.5,0.377631901855221,0.3829316799151507,-0.005299778059929705,0.005299778059929705
0.01,0.55,0.36740643179648247,0.3720905984032954,-0.004684166606812923,0.004684166606812923
0.01,0.6000000000000001,0.338325393647112,0.34137641632378835,-0.0030510226766763404,0.0030510226766763404
0.01,0.65,0.29478577386173754,0.295731376696558,-0.0009456028348204804,0.0009456028348204804
0.01,0.7000000000000001,0.24294345661843764,0.24195958781244203,0.0009838688059956024,0.0009838688059956024
0.01,0.75,0.18937599158581722,0.18713453648444714,0.0022414551013700823,0.0022414551013700823
0.01,0.8,0.13986653862631568,0.13722334975838318,0.0026431888679324944,0.0026431888679324944
0.01,0.8500000000000001,0.09864820931719853,0.09631664716668667,0.0023315621505118622,0.0023315621505118622
0.01,0.9,0.06824059245395178,0.06657457222998242,0.0016660202239693611,0.0016660202239693611
0.01,0.9500000000000001,0.049783593438764054,0.048726841249012304,0.0010567521897517501,0.0010567521897517501
0.01,1.0,0.043616135453144494,0.0428004678356565,0.0008156676174879973,0.0008156676174879973
