time s,x m,c numerical mol m3,c reference mol m3,error signed mol m3,abs error mol m3
0.004,0.0,0.0006553599999999988,0.0015633008220465039,-0.0009079408220465051,0.0009079408220465051
0.004,0.05,0.001966079999999998,0.0030089516042021147,-0.0010428716042021166,0.0010428716042021166
0.004,0.1,0.008191999999999994,0.008853017251976264,-0.0006610172519762696,0.0006610172519762696
0.004,0.15000000000000002,0.024575999999999987,0.023873121404230285,0.0007028785957697015,0.0007028785957697015
0.004,0.2,0.06008831999999998,0.05614149846532432,0.003946821534675661,0.003946821534675661
0.004,0.25,0.12238847999999998,0.11501129611983349,0.007377183880166491,0.007377183880166491
0.004,0.30000000000000004,0.21436415999999997,0.20574463296763928,0.008619527032360685,0.008619527032360685
0.004,0.35000000000000003,0.327168,0.3222629795981073,0.0049050204018927235,0.0049050204018927235
0.004,0.4,0.439584,0.4430768511236524,-0.0034928511236524407,0.0034928511236524407
0.004,0.45,0.5239014399999999,0.5358436512736267,-0.011942211273626713,0.011942211273626713
0.004,0.5,0.55488768,0.570804699560769,-0.015917019560768964,0.015917019560768964
0.004,0.55,0.5239014399999999,0.5358436512736267,-0.011942211273626713,0.011942211273626713
0.004,0.6000000000000001,0.439584,0.44307685112365225,-0.003492851123652274,0.003492851123652274
0.004,0.65,0.32716799999999996,0.3222629795981073,0.004905020401892668,0.004905020401892668
0.004,0.7000000000000001,0.21436415999999997,0.20574463296763917,0.008619527032360796,0.008619527032360796
0.004,0.75,0.12238847999999997,0.11501129611983345,0.0073771838801665185,0.0073771838801665185
0.004,0.8,0.06008831999999998,0.05614149846532418,0.0039468215346758,0.0039468215346758
0.004,0.8500000000000001,0.024575999999999987,0.02387312140423012,0.000702878595769868,0.000702878595769868
0.004,0.9,0.008191999999999994,0.008853017251976236,-0.0006610172519762418,0.0006610172519762418
0.004,0.9500000000000001,0.001966079999999998,0.0030089516042020314,-0.0010428716042020334,0.0010428716042020334
0.004,1.0,0.0006553599999999988,0.0015633008220465039,-0.0009079408220465051,0.0009079408220465051
