time s,x m,c numerical mol m3,c reference mol m3,error signed mol m3,abs error mol m3
0.002,0.0,5.125460067596748e-06,7.744196727554886e-06,-2.6187366599581384e-06,2.6187366599581384e-06
0.002,0.0125,6.409482872936868e-06,9.370335643354988e-06,-2.9608527704181195e-06,2.9608527704181195e-06
0.002,0.025,1.0761186286982845e-05,1.479588216521388e-05,-4.034695878231036e-06,4.034695878231036e-06
0.002,0.037500000000000006,1.9816629947563305e-05,2.5796661604099436e-05,-5.98003165653613e-06,5.98003165653613e-06
0.002,0.05,3.678005658025511e-05,4.5799190462547656e-05,-9.019133882292544e-06,9.019133882292544e-06
0.002,0.0625,6.721045103903487e-05,8.064583611525067e-05,-1.3435385076215797e-05,1.3435385076215797e-05
0.002,0.07500000000000001,0.00012026038146523922,0.00013979378649658925,-1.953340503135003e-05,1.953340503135003e-05
0.002,0.08750000000000001,0.00021049575413823534,0.00023806878313026303,-2.7573028992027693e-05,2.7573028992027693e-05
0.002,0.1,0.0003604442674076021,0.00039811507879286556,-3.767081138526346e-05,3.767081138526346e-05
0.002,0.1125,0.0006040190352932285,0.0006536861141184236,-4.966707882519505e-05,4.966707882519505e-05
0.002,0.125,0.0009909314556925453,0.0010538958674880805,-6.296441179553516e-05,6.296441179553516e-05
0.002,0.1375,0.0015921326000112965,0.0016684872375077597,-7.635463749646322e-05,7.635463749646322e-05
0.002,0.15000000000000002,0.0025061956679765917,0.0025940603960636632,-8.786472808707153e-05,8.786472808707153e-05
0.002,0.1625,0.0038663690897752113,0.003961033931581176,-9.466484180596473e-05,9.466484180596473e-05
0.002,0.17500000000000002,0.005847795568331605,0.005940885840745258,-9.309027241365293e-05,9.309027241365293e-05
0.002,0.1875,0.008674124475717776,0.008752953199455044,-7.882872373726757e-05,7.882872373726757e-05
0.002,0.2,0.012622476322177969,0.012669787240370323,-4.731091819235381e-05,4.731091819235381e-05
0.002,0.21250000000000002,0.018025495811637596,0.018019809591187097,5.686220450499407e-06,5.686220450499407e-06
