time s,x m,c numerical mol m3,c reference mol m3,error signed mol m3,abs error mol m3
0.02,0.0,0.13116702719999998,0.12340508120671032,0.007761945993289665,0.007761945993289665
0.02,0.1,0.14425128959999997,0.13776016924727863,0.006491120352721341,0.006491120352721341
0.02,0.2,0.178635776,0.17571969814979288,0.002916077850207116,0.002916077850207116
0.02,0.30000000000000004,0.22123622399999998,0.22339558832713616,-0.002159364327136176,0.002159364327136176
0.02,0.4,0.2557807104,0.26257776124685195,-0.006797050846851949,0.006797050846851949
0.02,0.5,0.2690249728,0.27768848485117037,-0.008663512051170386,0.008663512051170386
0.02,0.6000000000000001,0.2557807104,0.2625777612468519,-0.006797050846851893,0.006797050846851893
0.02,0.7000000000000001,0.22123622399999998,0.2233955883271361,-0.0021593643271361207,0.0021593643271361207
0.02,0.8,0.178635776,0.17571969814979282,0.0029160778502071716,0.0029160778502071716
0.02,0.9,0.14425128959999997,0.13776016924727855,0.0064911203527214245,0.0064911203527214245
0.02,1.0,0.13116702719999998,0.12340508120671023,0.007761945993289748,0.007761945993289748
